,id,date,tweet,tweeted_by,link,loc,type
21,1386923822176096256,2021-04-27,"We're closely monitoring the situation &amp; taking necessary measures to safeguard health &amp; wellbeing of our employees, including offering vaccines to them. Due to privacy concerns, we're unable to share addl info: US Embassy Spox to ANI, on reports of COVID affecting embassy staff",ani,1386923822176096256,india,news
22,1386922924997627904,2021-04-27,Supreme Court starts hearing a plea seeking reopening of Vedanta's Sterlite plant in Tamil Nadu for production of oxygen to be used for treatment of COVID patients   Solicitor General Tushar Mehta says produced oxygen should be given to the Centre for allocation to various states  https://t.co/EIKnuwD43v,ani,1386922924997627904,india,news
23,1386921549995798529,2021-04-27,Delhi: CM Arvind Kejriwal and Health Minister Satyendar Jain visit the special COVID Care Centre that is being built near GTB Hospital.  https://t.co/Dt9JXY7Elk,ani,1386921549995798529,india,news
24,1386919985138659329,2021-04-27,"Journalist Siddique Kappan, who was arrested under UAPA &amp; is lodged in Mathura Jail, has been currently undergoing treatment for COVID in a Mathura Hospital",ani,1386919985138659329,india,news
25,1386916147853885442,2021-04-27,Uttarakhand: Dehradun DM Ashish Srivastava issues SOPs for admissions of patients to COVID Care Centre/COVID Health Centre/COVID hospital/.   #COVID19  https://t.co/QcdRPdupAl,ani,1386916147853885442,india,news
26,1386850955052781571,2021-04-27,"Odisha: Tourism Finance Corporation of India Ltd. along with an NGO has started an initiative School on Wheels' that will provide COVID education, food, medical assistance &amp; necessary support to street children in Bhubaneswar. (26/4)  https://t.co/O2YUKscbZi",ani,1386850955052781571,india,news
27,1387161931576872962,2021-04-27,"West Bengal: People in large numbers gathered at a vaccination center in Birbhum, yesterday; COVID19 norms flouted.  https://t.co/m4kPMEqvGN",ani,1387161931576872962,india,news
28,1387137567418580992,2021-04-27,"Tamil Nadu recorded 15,830 new #COVID19 cases, 14,043 discharges and 77 deaths on April 27.  The number of active cases stands at 1,08,855.  https://t.co/6h2vQude6F",ani,1387137567418580992,india,news
29,1387095710009421824,2021-04-27,"ITBP has admitted 149 patients at Sardar Patel COVID19 Care Centre at Chattarpur, till evening today. All most all patients are in need of uninterrupted oxygen. Delhi government has been requested to increase oxygen supply so that admissions are increased: ITBP",ani,1387095710009421824,india,news
30,1387083737561636870,2021-04-27,"Punjab reports 5,932 new COVID19 cases, 100 deaths and 3,774 discharges; case tally reaches 3,51,282  https://t.co/eObK6Vc9r6",ani,1387083737561636870,india,news
31,1387070689002229764,2021-04-27,"Amid rising COVID19 cases in Telangana, major political parties today held roadshows, door to door campaigns for the Greater Warangal Municipal Corporation elections scheduled to be held on April 30  https://t.co/M3TOfRIcGv",ani,1387070689002229764,india,news
32,1387069174585860098,2021-04-27,"Uttarakhand | In view of the current COVID19 situation, 'corona curfew' to be imposed in Haridwar, Roorkee, Laksar, Bhagwanpur from tomorrow till 5am of 3rd May: DM Haridwar",ani,1387069174585860098,india,news
33,1387057944026439685,2021-04-27,"Uttarakhand received 7,500 Remdesivir injections from Gujarat's Ahmedabad today. In the last 72 hours, the state received 11,000 Remdesivir injections  #COVID19  https://t.co/yxaCRWrQfi",ani,1387057944026439685,india,news
34,1387047512830210048,2021-04-27,"Gujarat reports 14,352 new COVID19 cases, 170 deaths  and 7,803 dicharges in the last 24 hours  Total cases: 5,24,725 Total discharges: 3,90,229 Active cases 1,27,840 Death toll: 6,656 Total vaccinations: 1,16,22,606",ani,1387047512830210048,india,news
35,1387046689165373443,2021-04-27,"12,604 new COVID19 cases were reported in Bihar on 26th April; active cases at 94,275  https://t.co/kESERrl1tF",ani,1387046689165373443,india,news
36,1387043070848299009,2021-04-27,"2,157 new COVID19 cases, 1,305 recoveries and 24 deaths recorded in Himachal Pradesh during the past 24 hours  https://t.co/JFXwRknOrv",ani,1387043070848299009,india,news
37,1387038774127824897,2021-04-27,"COVID19 | Manipur records 175 new cases, 50 recoveries and 3 deaths today; active cases 1,032  https://t.co/2zcWJfD8Bj",ani,1387038774127824897,india,news
38,1387029200574369795,2021-04-27,"COVID19 | 16,089 new cases and 121 deaths reported in Rajasthan today; case tally 5,46,964 including 1,55,182 active cases  https://t.co/UJpyyIcH3D",ani,1387029200574369795,india,news
39,1387027759818371072,2021-04-27,Defence Minister Rajnath Singh spoke to all State governors and discussed the COVID19 situation. He has asked the Governors to take the state governments into confidence.  (file pic)  https://t.co/4OaSP2DUsg,ani,1387027759818371072,india,news
40,1387025617787318277,2021-04-27,"Maharashtra's Nagpur District reports 6,287 new #COVID19 cases, 6863 recoveries and 101 deaths in the last 24 hours, as per Civil Surgeon Nagpur   Total cases: 3,86,327 Total recoveries: 3,02,480 Active cases: 76,721 Death toll: 7,126",ani,1387025617787318277,india,news
41,1387024270979592198,2021-04-27,"5,703 new COVID19 cases and 96 deaths reported in Uttarakhand today; active cases 43,032  https://t.co/CO2Lzl72Pc",ani,1387024270979592198,india,news
42,1387018174084775937,2021-04-27,"Kerala reports 32,819 new COVID19 cases and 32 deaths in the last 24 hours; active cases 2,47,181, toll 5,170",ani,1387018174084775937,india,news
43,1387017622193983495,2021-04-27,"#WATCH Despite COVID19 restrictions, devotees in large numbers took part in 'Brahmakalashotsava' at Someshwara temple in Ullal, Mangaluru yesterday  #Karnataka  https://t.co/uozqDAQ8NZ",ani,1387017622193983495,india,news
44,1386975729309544457,2021-04-27,"Assam: Kamrup Metropolitan district orders closure of all educational institutes (govt &amp; private) including colleges, universities, &amp; coaching institutes and students' hostels till May 11.   Online classes have to be made available for students, the order reads.   #COVID19",ani,1386975729309544457,india,news
45,1386974571878764548,2021-04-27,"Bihar: Family members of #COVID19 patients were seen waiting for oxygen outside oxygen generation plants in Patna.   ""There is a huge demand for oxygen. We are unable to fulfil the demand &amp; are forced to turn away people,"" says an employee of an oxygen plant.  https://t.co/jiP3ZaetSf",ani,1386974571878764548,india,news
46,1386968646417731588,2021-04-27,"#WATCH | Tamil Nadu: 'Vaigai' festival being celebrated inside Lord Sundararaja Perumal Temple premises in Alagar Koyil, Madurai today. In the wake of #COVID19 pandemic, the temple mgmt authority has decided to celebrate the festival without the participation of common devotees.  https://t.co/AXjS9PqWx7",ani,1386968646417731588,india,news
47,1386967194433556483,2021-04-27,"On behalf of all Taiwanese people, I would like to express my serious concern over the rapid spread of #COVID19 in India. Taiwan stands with India in this difficult time, &amp; we are ready to provide help: President of Taiwan, Tsai Ing-wen  (File photo)  https://t.co/tjDUR3M2hr",ani,1386967194433556483,india,news
48,1386964122609209350,2021-04-27,"Night curfew imposed in Assam from 8 pm to 5 am, the order comes into immediate effect and will remain in place till May 1st.   #COVID19  https://t.co/NawUPxHRBV",ani,1386964122609209350,india,news
49,1386956410064277505,2021-04-27,"Hearing the suo motu case on #COVID19 management, Supreme Court asks state governments to file replies by Thursday with regard to their health infrastructure.   The court fixes the matter for the hearing on Friday.",ani,1386956410064277505,india,news
50,1386953629110726657,2021-04-27,"We're going to set up 44 Oxygen Plants in Delhi within the next one month - 8 of these are being installed by Centre. The remaining 36 are being installed by Delhi Govt, 21 plants coming from France &amp; 15 plants from within the country itself: Delhi CM Arvind Kejriwal  #COVID19  https://t.co/BYbq63bJHi",ani,1386953629110726657,india,news
51,1386949849459748864,2021-04-27,Gangster Chhota Rajan shifted to AIIMS on 25th April for #COVID19 treatment: AIIMS Delhi officials  (File photo)  https://t.co/vcssPXKjFD,ani,1386949849459748864,india,news
52,1386948202897711104,2021-04-27,We are importing 21 ready-to-use Oxygen plants from France. They can be brought to use immediately. These will be installed at different hospitals and this will help us in resolving Oxygen crisis in those hospitals: Delhi CM Arvind Kejriwal   #COVID19  https://t.co/8lDWZfOuVe,ani,1386948202897711104,india,news
53,1386945322711019522,2021-04-27,#COVID19 | The Mumbai Police Commissioner has instructed all the police personnel working in the field to wear double face masks &amp; face shields. This has been done to ensure their safety: Mumbai Police PRO S Chaitanya  https://t.co/BDHAbke9ss,ani,1386945322711019522,india,news
54,1386944890089603074,2021-04-27,The cabinet will make a decision on the issue of vaccination for people above 18 years of age and how much will it cost the State. All this will be discussed in the cabinet meeting: Maharashtra Health Minister Rajesh Tope   #COVID19  https://t.co/IAEl9zav1h,ani,1386944890089603074,india,news
55,1386941913069088769,2021-04-27,"#WATCH | Haryana CM Manohar Lal Khattar says, ""Iss sankat (#COVID19) mein humko data ke saath nahi khelna hai. We should focus on seeing how people can recover. The dead won't resurrect with furore over it. There is no point in a debate over the number of deaths..."" (26.04)  https://t.co/27Kh9k0r6c",ani,1386941913069088769,india,news
56,1386941690313728000,2021-04-27,"INS Sharada has completed first phase of transfer of #COVID19 supplies including oxygen cylinders in Lakshadweep (transfer took place at 4 islands - Agatti, Andrott, Kadmat &amp; Kavaratti). The next consignment of supplies/Oxygen Express is scheduled for departure today: Indian Navy",ani,1386941690313728000,india,news
57,1386940967614238721,2021-04-27,"During hearing of suo motu case on #COVID19 management, Supreme Court observes, ""At the time of national crisis, this court cannot remain a mute spectator. We intend to play a complimentary role to HCs (high courts). HCs have a valuable role to play.""",ani,1386940967614238721,india,news
58,1386938629314945024,2021-04-27,"""We are handling the situation very carefully,"" Solicitor General Tushar Mehta tells Supreme Court during hearing of suo motu case of oxygen shortage &amp; other issues related to management of #COVID19 pandemic.",ani,1386938629314945024,india,news
59,1386937100105240578,2021-04-27,"Supreme Court starts hearing suo motu case of oxygen shortage &amp; other issues related to management of #COVID19 pandemic.   ""We have to step in when we feel so &amp; we need to protect the lives of people,"" Justice DY Chandrachud says.  https://t.co/9l7mt9lQx4",ani,1386937100105240578,india,news
60,1386933109828972544,2021-04-27,"Puducherry reports 1,021 fresh #COVID19 cases, 690 recoveries, and 13 deaths today   Active cases: 7,828 Total recoveries: 46,448 Death toll: 771  https://t.co/NxXRqqAnuY",ani,1386933109828972544,india,news
61,1386929751202295809,2021-04-27,"Almost all ICU beds in Delhi are occupied right now. 500 ICU beds each are coming up at the ground near GTB hospital and the main Ramlila Ground, 200 ICU beds at Radha Soami complex. So, around 1200 proper ICU beds will be ready by 10th May: Delhi CM Arvind Kejriwal  #COVID19  https://t.co/lqPNNv1eHq",ani,1386929751202295809,india,news
62,1386923942468743178,2021-04-27,"We offer our deepest sympathy to the people of India who are suffering during this global pandemic: US Embassy Spokesperson to ANI, on reports of #COVID19 affecting embassy staff",ani,1386923942468743178,india,news
63,1386922831791808514,2021-04-27,"To address shortage of oxygen tankers in the country, the Union Govt has imported 20 cryogenic tankers of 10 MT and 20 MT capacity and allocated them to States: Government of India   #COVID19  https://t.co/pyoSbxjge1",ani,1386922831791808514,india,news
64,1386914611287363584,2021-04-27,Defence Minister has approved temporary hiring of addl contractual staff over &amp; above the authorisation in 51 identified high pressure Ex-servicemen Contributory Health Scheme (ECHS) polyclinics across the country to tide over current #COVID19 crisis: Office of Defence Minister  https://t.co/raMhNdlPpV,ani,1386914611287363584,india,news
65,1386912708956540931,2021-04-27,"Australia will suspend all direct passenger flights from India until May 15, says PM Scott Morrison.   #COVID19  https://t.co/sev4Ym5rNk",ani,1386912708956540931,india,news
66,1386910871968907270,2021-04-27,Good to see the first of our medical supplies have now arrived in India and will be deployed where they are needed most. No one is safe until we are all safe. International collaboration is key to fighting this global threat: UK Foreign Secretary Dominic Raab  #COVID19  https://t.co/4wDSQABmV2,ani,1386910871968907270,india,news
67,1386899199220875264,2021-04-27,"Telangana reported 10,122 new #COVID19 cases, 6446 recoveries and 52 deaths on 26th April.   Total cases 4,11,905 Total recoveries 3,40,590 Death toll 2094  Active cases 69,221  https://t.co/rk5xBr80ZC",ani,1386899199220875264,india,news
68,1386895208323829761,2021-04-27,"India reports 3,23,144 new #COVID19 cases, 2771 deaths and 2,51,827 discharges in the last 24 hours, as per Union Health Ministry   Total cases: 1,76,36,307 Total recoveries: 1,45,56,209  Death toll: 1,97,894  Active cases: 28,82,204     Total vaccination:  14,52,71,186  https://t.co/ynq5OSrzCT",ani,1386895208323829761,india,news
69,1386894082484543490,2021-04-27,"Senior Congress leader and former MP Karuna Shukla passed away last night at a hospital in Chhattisgarh where she was under treatment for #COVID19. She was also the niece of former PM, late Atal Bihari Vajpayee.  (File photo)  https://t.co/bFpoLKV7KD",ani,1386894082484543490,india,news
70,1386891779794890761,2021-04-27,"#WATCH | A shipment of vital medical supplies from the United Kingdom, including 100 ventilators &amp; 95 oxygen concentrators, arrived in India earlier this morning. Visuals from Delhi airport.   #COVID19  https://t.co/5GoIryMqjP",ani,1386891779794890761,india,news
71,1386886997155860484,2021-04-27,"28,09,79,877 samples tested up to 26th April 2021, for #COVID19. Of these 16,58,700 samples were tested yesterday: Indian Council of Medical Research (ICMR)  https://t.co/REQ2NmBXGK",ani,1386886997155860484,india,news
72,1386870860154236930,2021-04-27,#WATCH | 'Oxygen Express' from Jindal Steel Plant in Raigarh of Chhattisgarh reached Delhi today. Oxygen tankers were sent to different hospitals of the national capital.   #COVID19  https://t.co/SIcWzj7wKQ,ani,1386870860154236930,india,news
73,1386865831368220674,2021-04-27,"Maharashtra: The statewide restrictions in the wake of #COVID19 situation to continue till May 1st. Visuals from Western Express Highway, Bandra in Mumbai.  https://t.co/P9IOliT41I",ani,1386865831368220674,india,news
74,1386862571710345218,2021-04-27,"The shipment of vital medical supplies from the United Kingdom, including 100 ventilators &amp; 95 oxygen concentrators, arrived in India earlier this morning: Ministry of External Affairs (MEA)  #COVID19  https://t.co/Ed3CXGARS6",ani,1386862571710345218,india,news
75,1387188532381319171,2021-04-27,"That is promoting access to vaccines around the world.  So for vaccines that we've directly on hand or will shortly, we’re going to decide whether to do some or all of that through COVAX or how much of that will be done directly,country-to-country: US Secy of State Antony Blinken",ani,1387188532381319171,india,news
76,1387188481860915201,2021-04-27,"So we’re still a couple weeks away from that, but we’re putting in place a plan right now to do that.When we came in we immediately made a very significant contribution to COVAX,international vaccine facility, $2 billion&amp;then an additional $2 billion b/w now&amp;2022:US Secy of State",ani,1387188481860915201,india,news
77,1387109911075516422,2021-04-27,We are sending actual mechanical parts that are needed for the machinery they have to build a vaccine. I have also discussed with him (PM Modi) when we will be able to send actual vaccines to India which will be my intention to do: US President Joe Biden,ani,1387109911075516422,india,news
78,1386970549885173766,2021-04-27,We've already spoken to Commissioner about making a list of people who can help us in procurement of vaccines because we have all preparations in place but if we don't get supply of vaccines then it will be difficult for us to vaccinate all: Mumbai Mayor Kishori Pednekar,ani,1386970549885173766,india,news
79,1386970080047599616,2021-04-27,"All centres will be ready but there's a question that if they'll get adequate vaccine supply. From 1st May, we've to give vaccine to all above 18 yrs of age but we'll have to see the vaccine supply as earlier vaccination will continue &amp; 2nd dose is to be prioritised: Mumbai Mayor  https://t.co/DsASweFlpZ",ani,1386970080047599616,india,news
80,1386955164746088448,2021-04-27,"CM will take a decision on the free vaccination for all, soon. I have signed a proposal for free vaccines. CM will decide on it in the interest of the people...Tomorrow in the cabinet meet, we will discuss the issue of the global tender for vaccine procurement: Maharashtra Dy CM  https://t.co/aPJupEEpuD",ani,1386955164746088448,india,news
81,1386943404462936069,2021-04-27,"Till now they have not given any confirmation that when will they be giving the vaccine. Once they give the vaccine, phase 3 vaccination will begin in our state. Presently, people between 18-44 years of age can register themselves ot the CoWIN portal: Bijay Panigrahi",ani,1386943404462936069,india,news
82,1387040875109257226,2021-04-27,"Himachal Pradesh: In a letter to directors of Higher Education, Elementary Education, &amp; Smagra Shiksha Abhiyan, Secretary (Education) says govt has decided that staff of education department especially teachers can be utilized for vaccination &amp; home isolation duties",ani,1387040875109257226,india,news
83,1386938227194437633,2021-04-27,"Solicitor General Tushar Mehta tells SC, ""Matter is being treated at the highest executive level &amp; the state machinery. PM is dealing with the issue.""   ""What is your national plan to deal with the crisis? Is vaccination main option to deal with it,"" asks Justice S Ravindra Bhat",ani,1386938227194437633,india,news
84,1386975377252184070,2021-04-27,"Kerala High Court disposes of the pleas seeking lockdown on May 2nd, the counting day. Court said that the arrangements by EC and State govt are sufficient &amp; there is no need for lockdown. Court directed that the orders issued by the EC and State Govt should be strictly followed.  https://t.co/rJcEXeDQtH",ani,1386975377252184070,india,news
85,1387118884734468096,2021-04-27,"I spoke at length with PM Modi, we are sending immediately a whole series of help that it (India) needs including providing Remdesivir &amp; other drugs that can deal with disease &amp; help recovery: US President Joe Biden  https://t.co/HEXbrjSwpE",ani,1387118884734468096,india,news
86,1387116169862160387,2021-04-27,"#WATCH | I spoke at length with PM Modi,we're sending immediately a whole series of help that it (India) needs including providing Remdesivir&amp;other drugs that can deal with disease&amp;help recovery.... When we're in a bind at the very beginning,India helped us:US President Joe Biden  https://t.co/GZx3NXOLyA",ani,1387116169862160387,india,news
87,1387032561042419713,2021-04-27,"Madhya Pradesh | Seven people including two medical students, a pharmacist, a former nurse and a Civil Hospital employee have been arrested for selling fake Remdesivir injections, say Ratlam Police  https://t.co/tzfK1w50Zw",ani,1387032561042419713,india,news
88,1387007919506427907,2021-04-27,"Delhi High Court directs Delhi Government to take the record from all pharmacies on supply of Remdesivir, Dexamethasone and Fabiflu and other drugs, and to conduct a random audit to ascertain any black marketing",ani,1387007919506427907,india,news
89,1386991959156219905,2021-04-27,Delhi High Court suggests Delhi government to get information from all hospitals and pharmacies on the supply of  Remdesivir and other drugs. HC suggests Delhi Govt to appoint accounting officers,ani,1386991959156219905,india,news
90,1386952177084559361,2021-04-27,"We have floated global tenders for 40,000 oxygen concentrators, 132 PSA plants, 25,000 MT liquid oxygen, 10 lakh Remdesivir vials, &amp; around 15 oxygen storage tankers. We've constituted an empowered committee for this purpose: Maharashtra Health Minister Rajesh Tope  https://t.co/SlJkMMpoa6",ani,1386952177084559361,india,news
91,1386903997177491463,2021-04-27,"Maharashtra: Mumbai Police Crime Branch raided a hotel's kitchen in Motilal Nagar, Goregaon from where black marketing of Remdesivir was being done and arrested five people. 26 vials of Remdesivir seized. The accused used to sell the medicine at Rs 20,000-25,000 per piece.  https://t.co/4aZRRj0ksk",ani,1386903997177491463,india,news
92,1387174371878342657,2021-04-27,One oxygen tanker each arrives at Sir Ganga Ram Hospital (pic 1) and RML Hospital (pic 2) in Delhi  https://t.co/wXAy9jbeDY,ani,1387174371878342657,india,news
93,1387095711758442500,2021-04-27,There is a huge influx of patients demanding admission but our capacity is limited by supply of oxygen. Efforts are on to gradually increase the capacity of the centre: ITBP,ani,1387095711758442500,india,news
94,1387092211783782406,2021-04-27,"We have signed MoUs with three manufactures of liquid oxygen. These three plants will give us 10.5 MT oxygen per day. With this, our total capacity has gone up to 66MT: Assam Health Minister Himanta Biswa Sarma  https://t.co/0prG6f2s5z",ani,1387092211783782406,india,news
95,1387078765029863427,2021-04-27,"IAF C-17s are engaged in shuttles from at least 7 cities across the country to airlift cryogenic oxygen containers to Jamnagar, Ranchi &amp;  Bhubaneswar. The airlift of the second lot of oxygen containers from Dubai &amp; Singapore to Panagarh Air Base is underway: Indian Air Force  https://t.co/ZwSA2qxz7G",ani,1387078765029863427,india,news
96,1387063571050229766,2021-04-27,"Empowered Group working on communication informed PM on the efforts being undertaken to improve awareness among people. PM was briefed about the functioning of the Oxygen Express, domestic sorties &amp; international sorties undertaken by IAF to transport oxygen tankers: PMO",ani,1387063571050229766,india,news
97,1387063567422136326,2021-04-27,PM instructed the officials to work closely with state governments to start the PSA Oxygen plants at the earliest. Officers also apprised the PM that they are encouraging states to also set up PSA Oxygen plants: Prime Minister's Office,ani,1387063567422136326,india,news
98,1387054410308624387,2021-04-27,"Bhutan to supply liquid oxygen to India from a new plant being set up at the Motanga Industrial Estate, Samdrup Jongkhar: Embassy of India, Thimphu  https://t.co/GzBWCLqYwK",ani,1387054410308624387,india,news
99,1387051319710556166,2021-04-27,Indian Oil is diverting its LNG tankers for transportation of Liquid Medical Oxygen to states. The first such tanker is loaded with LMO supply for Patna. IOCL to convert 29 unused LNG tankers into medical-grade oxygen carriers within next week: Ministry of Petroleum &amp; Natural Gas  https://t.co/7Z4MO95WEj,ani,1387051319710556166,india,news
100,1387045466936774657,2021-04-27,"Union Home Secretary Ajay Bhalla wrote to Delhi Chief Secretary on 25th April over the issue of oxygen supply shortage in the national capital, asked him to ""take urgent, effective, innovative and result-oriented measures like Chief Secretaries of other States/UTs have taken.""",ani,1387045466936774657,india,news
101,1387041180714553353,2021-04-27,"Air India is airlifting 10,636 oxygen concentrators manufactured by Philips. 636 already flown in from the US, says Union Civil Aviation Minister Hardeep Singh Puri  (file pic)  https://t.co/UOu7ac7sII",ani,1387041180714553353,india,news
102,1387025866304016386,2021-04-27,"Australian Govt has agreed to commence procurement of 100 oxygen concentrators, along with tanks and consumables. Department of Foreign Affairs &amp; Trade will manage the movement of PPE and equipment over the next week: Govt of Australia",ani,1387025866304016386,india,news
103,1387017277552291844,2021-04-27,"European Commission says a shipment of 'urgently needed oxygen, medicine &amp; equipment' will be delivered to India by European Union Member States over coming days  https://t.co/pde2tVG4GY",ani,1387017277552291844,india,news
104,1387012071326240771,2021-04-27,Delhi High Court asks Delhi Government to file affidavit mentioning the status of the stock of liquid and gaseous oxygen with refillers by 10 am tomorrow,ani,1387012071326240771,india,news
105,1387007229887356932,2021-04-27,"Delhi HC says Delhi Govt has to pull up its socks with respect to the distribution of not only liquid oxygen but also oxygen cylinders. There's no account being kept on how they're further supplying O2 to hospitals/individuals, leading to an artificial black market, says Court",ani,1387007229887356932,india,news
106,1387001794115497985,2021-04-27,Delhi High Court issues contempt notice to those oxygen cylinder refillers who were not present during the hearing today. HC says we are surprised that the order passed by the Delhi govt was not taken into consideration by cylinder refillers.,ani,1387001794115497985,india,news
107,1386991961031069698,2021-04-27,"Delhi HC issues contempt notice, asks Delhi Govt to take action against erring cylinder dealers  The court order came when it was informed by Delhi Heart and Lung Institute that they are facing oxygen shortage and the concerned nodal officer is helpless",ani,1386991961031069698,india,news
108,1386990233154064387,2021-04-27,"IAF airlifted 1 cryogenic oxygen container from Baroda to Ranchi, 2 containers from Pune to Jamnagar, 2 containers from Bhopal to Jamnagar, 3 containers from Jaipur to Jamnagar, 3 from Indore, Bhopal to Jamnagar &amp; 1 cryogenic oxygen container from Hindan to Panagarh on 26 Apr:IAF",ani,1386990233154064387,india,news
