,id,date,tweet,tweeted_by,link,loc,type
91,1387150246682058754,2021-04-27,#DevendraFadnavis #UddhavThackeray #sharadpawarspeaks #Congress #bjpindia #BJPMaharashtra #BjpMumbai #Shivsena #NCP #Coronaviruspandemic #covid #BMC #mumbaipolicecommissioner #MumbaiPolice #DGP #Directorgeneralofpolice  #MMRDA #abhijeetrane #mumbaimitra #dailymumbaimitra  https://t.co/WMwWlZA7Vq,abhijeetrane,1387150246682058754,mumbai,react
92,1387150195155111937,2021-04-27,#DevendraFadnavis #UddhavThackeray #sharadpawarspeaks #Congress #bjpindia #BJPMaharashtra #BjpMumbai #Shivsena #NCP #Coronaviruspandemic #covid #BMC #mumbaipolicecommissioner #MumbaiPolice #DGP #Directorgeneralofpolice  #MMRDA #abhijeetrane #mumbaimitra #dailymumbaimitra  https://t.co/pLFedcyHrz,abhijeetrane,1387150195155111937,mumbai,react
93,1387150155414179846,2021-04-27,"COVID-19: Akshay Kumar, Twinkle Khanna donate 100 oxygen concentrators  https://t.co/qV6xWhjHfs",nandkis09458351,1387150155414179846,mumbai,react
94,1387150059855253505,2021-04-27,"@AnupamPKher @ShekharGupta @AnupamPKher tum ameer logo ka zameer mar chuka hai. Upar wala tum sab andhbhakto ko jald ""RASTE"" par le aaye. @AnupamPKher jaise log COVID-19 se bhi zayad khatarnak hai ""BHARAT"" desh k liye.",ibrahimdanish,1387150059855253505,mumbai,react
95,1387150015995334662,2021-04-27,#DevendraFadnavis #UddhavThackeray #sharadpawarspeaks #Congress #bjpindia #BJPMaharashtra #BjpMumbai #Shivsena #NCP #Coronaviruspandemic #covid #BMC #mumbaipolicecommissioner #MumbaiPolice #DGP #Directorgeneralofpolice  #MMRDA #abhijeetrane #mumbaimitra #dailymumbaimitra  https://t.co/QpEkP5q9QJ,abhijeetrane,1387150015995334662,mumbai,react
96,1387149972664066051,2021-04-27,#DevendraFadnavis #UddhavThackeray #sharadpawarspeaks #Congress #bjpindia #BJPMaharashtra #BjpMumbai #Shivsena #NCP #Coronaviruspandemic #covid #BMC #mumbaipolicecommissioner #MumbaiPolice #DGP #Directorgeneralofpolice  #MMRDA #abhijeetrane #mumbaimitra #dailymumbaimitra  https://t.co/9CBaVrdyaO,abhijeetrane,1387149972664066051,mumbai,react
97,1387149788836032514,2021-04-27,#DevendraFadnavis #UddhavThackeray #sharadpawarspeaks #Congress #bjpindia #BJPMaharashtra #BjpMumbai #Shivsena #NCP #Coronaviruspandemic #covid #BMC #mumbaipolicecommissioner #MumbaiPolice #DGP #Directorgeneralofpolice  #MMRDA #abhijeetrane #mumbaimitra #dailymumbaimitra  https://t.co/btky2rmyFK,abhijeetrane,1387149788836032514,mumbai,react
98,1387149655708823554,2021-04-27,#DevendraFadnavis #UddhavThackeray #sharadpawarspeaks #Congress #bjpindia #BJPMaharashtra #BjpMumbai #Shivsena #NCP #Coronaviruspandemic #covid #BMC #mumbaipolicecommissioner #MumbaiPolice #DGP #Directorgeneralofpolice  #MMRDA #abhijeetrane #mumbaimitra #dailymumbaimitra  https://t.co/pdNQ1CrLOX,abhijeetrane,1387149655708823554,mumbai,react
99,1387149617893019650,2021-04-27,#DevendraFadnavis #UddhavThackeray #sharadpawarspeaks #Congress #bjpindia #BJPMaharashtra #BjpMumbai #Shivsena #NCP #Coronaviruspandemic #covid #BMC #mumbaipolicecommissioner #MumbaiPolice #DGP #Directorgeneralofpolice  #MMRDA #abhijeetrane #mumbaimitra #dailymumbaimitra  https://t.co/CMSm3RcGH2,abhijeetrane,1387149617893019650,mumbai,react
100,1387192103017402369,2021-04-27,#कोरोनपरिषद नक्की पाहा दुपारी 2वाजता फक्त @zee24taasnews वर @khareviews #CovidIndia #COVID19 #COVID19Vijayawada  https://t.co/W6WGTzMACJ,suvarnayb,1387192103017402369,mumbai,react
101,1387190353048993798,2021-04-27,@ChicGeekMystiq Idli,rohandasgupta,1387190353048993798,mumbai,react
102,1387190184102428673,2021-04-27,@debankan Biden Ji ne kaha hai toh kuch soch samajh ke hi kaha hoga.,rohandasgupta,1387190184102428673,mumbai,react
103,1387189611118481409,2021-04-27,@CasesGurgaon @indiacares_2020 @itsmesabita @BloodDonorsIn @B4Sitamarhi @cmohry @MCKSFoodDelhi @ELister_social @CovidPlasmaIn @covid19_plasma @Plasma_Pay @listenjasbir @ranvijaylive @ipskabra @Rajput_Ramesh @srinivasiyc @Anti__Congress @ManishS_SG @i_lakshay99 Hii plz arrange its very emergency,manishactor2,1387189611118481409,mumbai,react
104,1387188908425846787,2021-04-27,तुम्हाला काय वाटते सरकारने जी कोरोनावर लस बनवली आहे ती कुठं पर्यंत मनुष्याला उपयोगी आहे? ती लस घेतल्याने खरच कोरोनाचे संक्रमण मानवी शरीरावर कमी होते का? #COVID19 #poll #IndiaFightsCOVID19,ninad0921,1387188908425846787,mumbai,react
105,1387184640197234689,2021-04-27,"@FaiyazAhmed1961 @drharshvardhan I request the government &amp; @drharshvardhan not to make such mental and physical preparations for the third wave of #COVID19, otherwise you and I will not survive on this earth. #Corona2ndWave  #CoronavirusPandemic",mohammedmubina1,1387184640197234689,mumbai,react
106,1387180622326616064,2021-04-27,This is what condition in Gorakhpur Bus Stop #UPPolice #UPGovernment #YogiAdityanath  Do something for that manager your bus timing according to train  And after that you start thinking why cases was increasing #NarayanDabhadkar #COVID19  https://t.co/hcyiXcRhJS,deepakc61098545,1387180622326616064,mumbai,react
107,1387179664511176705,2021-04-27,"The IPL 2021 is like the violin band that played on while the Titanic sank. 🤐  However, it helps distract people and brings joy amidst the pandemic.👏  #IPL2021 #COVID19 #CoronavirusIndia #WearAMask #vaccination #StayStrongIndia #StayHomeStaySafe #Corona2ndWave #Lockdown2021  https://t.co/gGOQGQ2j60",bhavyaudani,1387179664511176705,mumbai,react
108,1387178551665774598,2021-04-27,"Indication of his corrupt mentality is shown to people, t8 he likes to see dead body in mass..fire in Godhra train, post Godhra riots, new-delhi riots. Sad people hv to wait to see COVID19 2nd wave with queue of dead bodies waiting to b cremated  #Resign_PM_Modi #Resign_PM_Modi",seculartoi,1387178551665774598,mumbai,react
109,1387177600485711873,2021-04-27,"#COVID19 #ModiMadeDisaster #MautKaSaudagar #PMCares Modi is a ‘super spreader’ of coronavirus, says IMA vice president  https://t.co/rSK3Oz6vA9 via @scroll_in",shariqtungekar,1387177600485711873,mumbai,react
110,1387175782972215297,2021-04-27,“आवश्यक कोविड १९ सेवा”       “Essential Covid19 services” नगरपालिका निवडणुकीच्या मोहिमेचा एक भाग म्हणून तेलंगणाच्या वारंगलमध्ये भाजपा नेते प्रचारात  प्रचार ही अत्यावशक सेवा आहे भाजपा साठी  #BjpResponsibleForCoronaInIndia  #ModiHataoDeshBachao  #मोदी_इस्तीफा_दो,nikdhanu,1387175782972215297,mumbai,react
111,1387174350160158723,2021-04-27,Thanks ⁦@CNN⁩ for having me on today to discuss the #COVID19 in #India. I discussed the importance of the US sharing its stockpile of vaccine and releasing rights to IP during a humanitarian crisis.  https://t.co/edrEL5qqyY,healthcracyind,1387174350160158723,mumbai,react
